ano_assinatura_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;indicador_fornecedor_estrangeiro;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_1;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;JUSTINO DAVINO PERES - EPP;05.588.878/0001-03;JUSTINO DAVINO PERES - EPP;PESSOA JURÍDICA;1011014 000011/2025;9453410;SIM;Vigente publicado;Fornecimento;CTO/10/2025 - aquisição de placas de homenagem.;2025-03-14;2025-03-18;2027-03-18;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193883;35088,0;35088,0;20400,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;K2 IT LTDA;27.778.168/0001-89;K2 IT LTDA;PESSOA JURÍDICA;1011014 000127/2025;9478616;SIM;Encerrado;Fornecimento;CTO/37/2025 - aquisição de 01 (um) de Switch Gerenciado de Distribuição, com as características técnicas mínimas descritas do Anexo Único e de 01 (um) de Switch Gerenciado para Topo de Rack, com as características técnicas mínimas descritas do Anexo Único.;2025-09-24;2025-09-26;2026-02-26;Bens e serviços - Lei nº 14.133/21;Registro de preços não realizado no SIRP;Registro de preços não realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198085;267242,0;267242,0;267242,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;KOMUH AGENCIA DIGITAL LTDA.;21.615.459/0001-70;KOMUH AGENCIA DIGITAL LTDA.;PESSOA JURÍDICA;1011014 000207/2024;9469851;SIM;Vencido;Serviço;CTO/23/2025 - contratação de empresa especializada na prestação de serviços de comunicação digital.;2025-06-16;2025-06-24;2026-06-24;Bens e serviços - Lei nº 14.133/21;Concorrência;Concorrência - Concorrência presencial;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195645;1827031,1;345952,28;334618,24
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;LAND5 ARQUITETURA E URBANISMO LTDA;40.851.323/0001-03;LAND5 ARQUITETURA E URBANISMO LTDA;PESSOA JURÍDICA;1011014 000201/2025;9488045;SIM;Vigente publicado;Serviço e Fornecimento;CTO/56/2025 - elaboração de diagnóstico do estado de conservação e de projeto de restauro para os forros ornamentais do Plenário e do Salão Nobre, no Palácio da Inconfidência.;2025-12-12;2025-12-16;2027-02-16;Obras e serviços de engenharia - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199995;68800,0;68800,0;34400,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;LAVO! TA NOVO PRESTACAO DE SERVICOS LTDA - ME;28.100.129/0001-90;LAVO! TA NOVO PRESTACAO DE SERVICOS LTDA - ME;PESSOA JURÍDICA;1011014 000145/2025;9478623;SIM;Vigente publicado;Serviço;CTO/40/2025 - prestação de serviços de lavanderia destinados à lavagem e passagem de peças de tecido pertencentes à CONTRATANTE.;2025-09-11;2025-09-17;2026-09-17;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198097;35540,0;32805,56;14759,64
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;LICITAPRO CONSULTORIA EM LICITACOES E GESTAO DE CONTRATOS UNIPESSOAL LTDA;57.247.760/0001-15;LICITAPRO CONSULTORIA EM LICITACOES E GESTAO DE CONTRATOS UNIPESSOAL LTDA;PESSOA JURÍDICA;1011014 000063/2025;9469920;SIM;Encerrado;Serviço e Fornecimento;CTO/24/2025 - aquisição de 3 (três) licenças tipo assinatura do software Capcut Pro. ;2025-06-10;2025-06-12;2025-12-12;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195684;1980,0;1980,0;1980,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;LICITEC TECNOLOGIA LTDA;16.628.132/0001-00;LICITEC TECNOLOGIA LTDA;PESSOA JURÍDICA;1011014 000063/2025;9469922;SIM;Encerrado;Serviço e Fornecimento;CTO/25/2025 - aquisição de licenças de softwares (Microsoft Power BI Pro, Microsoft Word e Microsoft Excel). ;2025-06-10;2025-06-12;2025-12-12;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195703;38795,0;38795,0;38795,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MAXVIDEO COMERCIO E SERVICOS LTDA;03.517.258/0001-58;MAXVIDEO COMERCIO E SERVICOS LTDA;PESSOA JURÍDICA;1011014 000120/2025;9478755;SIM;Encerrado;Fornecimento;CTO/42/2025 - aquisição de um processador de áudio, para emissoras de TV, que atenda as recomendações e regulamentações relativas ao controle de volume de acordo com padrões brasileiros.;2025-09-22;2025-09-24;2026-03-24;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198218;129000,0;129000,0;129000,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MAXVIDEO COMERCIO E SERVICOS LTDA;03.517.258/0001-58;MAXVIDEO COMERCIO E SERVICOS LTDA;PESSOA JURÍDICA;1011014 000128/2025;9481096;SIM;Vigente publicado;Serviço;CTO 49/2025 - prestação de serviços de locação de sistema de transmissão e recepção de áudio e vídeo, ao vivo, para TV;2025-11-17;2025-11-19;2026-11-19;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198979;290000,0;271366,67;146866,67
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MCR SISTEMAS E CONSULTORIA LTDA;04.198.254/0001-17;MCR SISTEMAS E CONSULTORIA LTDA;PESSOA JURÍDICA;1011014 000083/2025;9472592;SIM;Vigente publicado;Serviço e Fornecimento;CTO 31-2025 Aquisição de licenças de softwares da marca Adobe;2025-07-07;2025-08-08;2028-08-27;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196910;1010797,79;716448,82;678922,84
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;META PLURAL COMERCIO E SERVICOS EM EQUIPAMENTOS DE AUDIO, VIDEO E INFORMATICA LTDA;09.196.543/0001-09;META PLURAL COMERCIO E SERVICOS EM EQUIPAMENTOS DE AUDIO, VIDEO E INFORMATICA LTDA;PESSOA JURÍDICA;1011014 000173/2024;9445954;SIM;Encerrado;Serviço e Fornecimento;CTO/94/2024 - aquisição de equipamentos para a TV Assembleia.;2025-01-09;2025-01-13;2025-09-13;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192292;47818,0;47818,0;47818,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MINHA BIBLIOTECA LTDA.;13.183.749/0001-63;MINHA BIBLIOTECA LTDA.;PESSOA JURÍDICA;1011014 000219/2024;9441726;SIM;Vigente publicado;Serviço;CTO 83/2024 - Contratação da plataforma de e-books (livros digitais) denominada Minha Biblioteca (MB), com assinatura dos catálogos/coleções de ciências jurídicas e ciências sociais aplicadas, com direito a 200 licenças para atendimento aos usuários da Biblioteca Deputado Camilo Prates.;2025-01-13;2025-01-20;2027-01-20;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=190997;112752,0;112752,0;112752,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MOBI SOLUCOES PARA AMBIENTES DE TRABALHO LTDA;28.276.504/0001-58;MOBI SOLUCOES PARA AMBIENTES DE TRABALHO LTDA;PESSOA JURÍDICA;1011014 000091/2025;9471633;SIM;Encerrado;Serviço e Fornecimento;CTO/30/2025 - aquisição e instalação de cortinas.;2025-07-21;2025-07-23;2026-01-23;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196549;69999,94;69999,94;69999,94
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;MODERN DESIGN DO BRASIL LTDA -EPP;71.360.713/0001-04;MODERN DESIGN DO BRASIL LTDA -EPP;PESSOA JURÍDICA;1011014 000028/2025;9459558;SIM;Encerrado;Serviço;CTO/15/2025 - contratação de empresa especializada para fabricação e instalação de guarda-volumes.;2025-04-11;2025-04-15;2025-08-15;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194552;9663,0;9663,0;9663,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;PAPYRUS MATERIAIS PARA ESCRITORIO LTDA -ME;20.764.981/0001-50;PAPYRUS MATERIAIS PARA ESCRITORIO LTDA -ME;PESSOA JURÍDICA;1011014 000150/2025;9480945;SIM;Encerrado;Fornecimento;CTO/48/2025 - Aquisição de papel A4 e de material gráfico.;2025-10-31;2025-11-04;2026-07-04;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198932;27800,65;27800,65;27800,65
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;PETROVILA COMBUSTIVEIS S.A.;65.105.041/0001-98;PETROVILA COMBUSTIVEIS S.A.;PESSOA JURÍDICA;1011014 000182/2025;9486581;SIM;Vigente publicado;Fornecimento;CTO/55/2025 - fornecimento de 11.126 litros de óleo diesel combustível S500.;2025-12-17;2025-12-22;2026-12-22;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Proced. anterior com ausência de licitantes interessados ou de propostas vál;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199879;91972,06;20290,0;20290,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;PORT DISTRIBUIDORA DE INFORMATICA E PAPELARIA LTDA;08.228.010/0005-14;PORT DISTRIBUIDORA DE INFORMATICA E PAPELARIA LTDA;PESSOA JURÍDICA;1011014 000279/2024;9447754;SIM;Encerrado;Fornecimento;CTO 4/2025 - Fornecimento de papel A4 branco e reciclado.;2025-02-06;2025-02-10;2026-02-10;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193242;107321,0;107321,0;107321,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;61.198.164/0001-60;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;PESSOA JURÍDICA;1011014 000045/2025;9461457;SIM;Vigente publicado;Serviço;CTO/17/2025 - contratação de seguro de automóveis, tipo frota, por meio de Seguradora, com abrangência em todo o território nacional.;2025-05-13;2025-06-25;2027-06-25;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195069;158100,0;158100,0;158100,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;REI DO SOFA LTDA;43.381.619/0001-04;REI DO SOFA LTDA;PESSOA JURÍDICA;1011014 000129/2025;9479464;SIM;Vigente publicado;Serviço;CTO/45/2025 - serviços de manutenção preventiva e corretiva de mobiliário.;2025-10-07;2025-10-09;2026-10-09;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198530;119999,99;119999,99;73041,52
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;ROCAM MOVEIS - LTDA;17.331.237/0001-58;ROCAM MOVEIS - LTDA;PESSOA JURÍDICA;1011014 000129/2025;9479532;SIM;Vigente publicado;Serviço;CTO 46/2025 - Serviços de restauração nas 272 (duzentos e setenta e duas) cadeiras das Galerias do Plenário da ALMG;2025-10-14;2025-10-17;2026-10-17;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198533;248300,0;91286,76;0,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;SHOWCASE PRO TECNOLOGIA LTDA;05.411.789/0001-97;SHOWCASE PRO TECNOLOGIA LTDA;PESSOA JURÍDICA;1011014 000222/2024;9447508;SIM;Vigente publicado;Serviço;CTO/1/2025 - serviço de geração de legenda oculta (closed caption) para transmissões ao vivo pela Internet.;2025-02-25;2025-02-28;2027-02-28;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192918;531128,36;474483,0;358841,14
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;SISTEL COMERCIO DE CAMERAS E EQUIPAMENTOS DE TELECOMUNICACOES LTDA;55.855.735/0001-99;SISTEL COMERCIO DE CAMERAS E EQUIPAMENTOS DE TELECOMUNICACOES LTDA;PESSOA JURÍDICA;1011014 000173/2024;9445953;SIM;Encerrado;Fornecimento;CTO/93/2024 - aquisição de equipamentos para a TV Assembleia.;2025-01-06;2025-01-08;2025-07-08;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192308;165700,0;165700,0;165700,0
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;SISTEL COMERCIO DE CAMERAS E EQUIPAMENTOS DE TELECOMUNICACOES LTDA;55.855.735/0001-99;SISTEL COMERCIO DE CAMERAS E EQUIPAMENTOS DE TELECOMUNICACOES LTDA;PESSOA JURÍDICA;1011014 000229/2024;9447144;SIM;Encerrado;Fornecimento;CTO/107/2024 - aquisição de materiais de áudio e vídeo.;2025-01-17;2025-01-21;2025-05-21;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192579;10749,82;10749,82;10749,82
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;SOM E CIA INSTRUMENTOS MUSICAIS LTDA;25.099.482/0001-00;SOM E CIA INSTRUMENTOS MUSICAIS LTDA;PESSOA JURÍDICA;1011014 000216/2024;9446080;SIM;Encerrado;Fornecimento;CTO/104/2024 - aquisição de equipamentos e materiais para áudio e vídeo;2025-01-28;2025-01-30;2026-01-30;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192381;251227,57;251227,57;251227,57
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;14.551.828/0001-42;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;PESSOA JURÍDICA;1011014 000024/2025;9470101;SIM;Vigente publicado;Serviço;CTO/26/2025 - contratação de serviços de condução de veículos automotores e de mecânica automotiva, a serem executados com regime de dedicação exclusiva de mão de obra.;2025-06-17;2025-07-01;2027-07-01;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195799;7913236,71;4555284,13;2441288,05
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;14.551.828/0001-42;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;PESSOA JURÍDICA;1011014 000157/2025;9478626;SIM;Vigente publicado;Serviço;CTO/35/2025 - prestação de serviços de porteiros e supervisores, a serem executados com regime de dedicação exclusiva de mão de obra, conforme condições e exigências estabelecidas neste instrumento. ;2025-09-11;2025-09-13;2026-09-14;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Casos de emergência ou de calamidade pública;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198101;3953422,94;3679246,86;2790474,4
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;14.551.828/0001-42;VITHA SERVICE - EMPRESA DE ADMINISTRACAO E TERCEIRIZACAO DE SERVICOS LTDA;PESSOA JURÍDICA;1011014 000220/2024;9447591;SIM;Vigente publicado;Serviço;CTO/2/2025 - prestação de serviços de jardinagem das áreas verdes da Praça Carlos Chagas, a serem executados sob regime de dedicação exclusiva de mão de obra, conforme condições e exigências estabelecidas neste instrumento;2025-01-20;2025-01-31;2027-01-31;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192982;754748,37;679920,2;509870,89
2025;1010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;NÃO;ZEUS STORE MODA LTDA;39.625.342/0001-32;ZEUS STORE MODA LTDA;PESSOA JURÍDICA;1011014 000229/2024;9447147;SIM;Encerrado;Fornecimento;CTO/108/2024 - aquisição de materiais de áudio e vídeo.;2025-01-17;2025-01-21;2025-09-21;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192580;6399,8;6399,8;6399,8
2025;1020;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;NÃO;A. DA SILVA PINTO SERVICOS DE ENGENHARIA LTDA;42.506.499/0001-53;A. DA SILVA PINTO SERVICOS DE ENGENHARIA LTDA;PESSOA JURÍDICA;1021007 000198/2025;9480702;SIM;Vigente publicado;Serviço;25.0.000006080-4 - Prestação de serviço de engenharia, pelo regime de empreitada por preço global, de elaboração de projeto executivo para modernização e melhoria na infraestrutura de dados e na conexão entre os edifícios e o Data Center do TRIBUNAL.;2025-10-13;2025-10-14;2026-10-13;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198858;22900,0;22900,0;22900,0
2025;1020;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;NÃO;ADIK SOFTWARE LTDA;41.676.438/0001-71;ADIK SOFTWARE LTDA;PESSOA JURÍDICA;1021007 000206/2024;9447793;SIM;Vigente publicado;Serviço e Fornecimento;Contratação de empresa para fornecimento de solução de Gerenciamento de Visibilidade denominada Zero Trust Network Access (ZTNA), na modalidade subscrição, contemplando serviços gerenciados, atualizações tecnológicas da solução, instalação, configuração, suporte técnico e treinamento, pelo período de 36 (trinta e seis) meses.;2025-01-30;2025-02-03;2028-02-02;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193272;353000,0;132200,0;0,0
2025;1020;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;NÃO;AGIL AGENCIA DE INFORMATICA LTDA;02.767.396/0001-22;AGIL AGENCIA DE INFORMATICA LTDA;PESSOA JURÍDICA;1021007 000132/2024;9453489;SIM;Vigente publicado;Serviço e Fornecimento;Fornecimento de licença de uso de software de gestão acadêmica, última versão, bem como prestação dos serviços de implantação, migração, treinamento e customização.;2025-02-25;2025-02-26;2027-02-25;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193964;270667,5;206312,07;154450,85
2025;1020;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;NÃO;ALTAS NETWORKS & TELECOM LTDA;05.407.609/0002-84;ALTAS NETWORKS & TELECOM LTDA;PESSOA JURÍDICA;1021007 000264/2025;9488763;SIM;Vigente publicado;Fornecimento;contratação de solução de tecnologia da informação de servidores hiperconvergentes (HCI), para ampliação da solução de hiperconvergência existente. Os servidores devem possuir software, licenças, armazenamento, suporte, garantia, instalação e configuração, conforme condições, quantidades e exigências estabelecidas neste Contrato. 1 Servidor Hiperconvergente (HCI);2025-12-09;2025-12-10;2026-12-09;Bens e serviços - Lei nº 14.133/21;Registro de preços não realizado no SIRP;Registro de preços não realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200032;662639,0;662639,0;662639,0
2025;1020;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;NÃO;AMAZONAS COMERCIO DE ADESIVOS E BRINDES LTDA;11.383.230/0001-01;AMAZONAS COMERCIO DE ADESIVOS E BRINDES LTDA;PESSOA JURÍDICA;1021007 000196/2024;9453514;SIM;Encerrado;Serviço e Fornecimento;SEI 24.0.000006396-3. Este contrato tem como objeto a prestação de serviços de confecção e fornecimento de cordões e porta crachás retrátil (iô iô) personalizados com o logotipo do TRIBUNAL, com entrega integral, conforme especificado no subitem 1.1 do termo de referência.;2025-02-28;2025-03-06;2025-05-11;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194018;8300,0;8300,0;8300,0
